Lang Class,Lang Subclass,Train Size,Model,Embd Dim,EarlyStop,Round #,Test Set,Accuracy,Recall,Precision
SL,SL4,10k,s-rnn,30,False,1,Test2,0.9968000054359436,0.9968000054359436,0.9968000054359436
SL,SL4,10k,s-rnn,30,True,1,Test1,0.998199999332428,0.998199999332428,0.998199999332428
SL,SL4,10k,s-rnn,30,True,1,Test2,0.9861000180244446,0.9861000180244446,0.9861000180244446
SL,SL4,10k,s-rnn,30,False,2,Test1,0.9993000030517578,0.9993000030517578,0.9993000030517578
SL,SL4,10k,s-rnn,30,False,2,Test2,0.9944999814033508,0.9944999814033508,0.9944999814033508
SL,SL4,10k,s-rnn,30,True,2,Test1,0.9980999827384949,0.9980999827384949,0.9980999827384949
SL,SL4,10k,s-rnn,30,True,2,Test2,0.982200026512146,0.982200026512146,0.982200026512146
SL,SL4,10k,s-rnn,100,False,1,Test1,0.9995999932289124,0.9995999932289124,0.9995999932289124
SL,SL4,10k,s-rnn,100,False,1,Test2,0.998199999332428,0.998199999332428,0.998199999332428
SL,SL4,10k,s-rnn,100,True,1,Test1,0.9975000023841858,0.9975000023841858,0.9975000023841858
SL,SL4,10k,s-rnn,100,True,1,Test2,0.9811999797821045,0.9811999797821045,0.9811999797821045
SL,SL4,10k,s-rnn,100,False,2,Test1,0.9990000128746033,0.9990000128746033,0.9990000128746033
SL,SL4,10k,s-rnn,100,False,2,Test2,0.9901999831199646,0.9901999831199646,0.9901999831199646
SL,SL4,10k,s-rnn,100,True,2,Test1,0.9991000294685364,0.9991000294685364,0.9991000294685364
SL,SL4,10k,s-rnn,100,True,2,Test2,0.9889000058174133,0.9889000058174133,0.9889000058174133
SL,SL4,100k,lstm,10,False,1,Test1,0.9998900294303894,0.9998900294303894,0.9998900294303894
SL,SL4,100k,lstm,10,False,1,Test2,0.9998900294303894,0.9998900294303894,0.9998900294303894
SL,SL4,100k,lstm,10,True,1,Test1,0.9996899962425232,0.9996899962425232,0.9996899962425232
SL,SL4,100k,lstm,10,True,1,Test2,0.9982799887657166,0.9982799887657166,0.9982799887657166
SL,SL4,100k,lstm,30,False,1,Test1,1.0,1.0,1.0
SL,SL4,100k,lstm,30,False,1,Test2,1.0,1.0,1.0
SL,SL4,100k,lstm,30,True,1,Test1,0.9999399781227112,0.9999399781227112,0.9999399781227112
SL,SL4,100k,lstm,30,True,1,Test2,0.999239981174469,0.999239981174469,0.999239981174469
SL,SL4,100k,lstm,100,False,1,Test1,1.0,1.0,1.0
SL,SL4,100k,lstm,100,False,1,Test2,1.0,1.0,1.0
SL,SL4,100k,lstm,100,True,1,Test1,1.0,1.0,1.0
SL,SL4,100k,lstm,100,True,1,Test2,0.9999799728393555,0.9999799728393555,0.9999799728393555
